8102044;Laimach Regionalmuseum;;;;;
8102045;Salzburg Taxham Europark;;;;;
8102046;Asten-Fisching;;;;;
8102047;Kuchl Garnei;;;;;
8102048;Salzburg Aiglhof;;;;;
8102049;Hallein Burgfried;;;;;
8102050;Hart b.Graz;;;;;
8102051;Hengsberg;;;;;
8102052;Salzburg Mülln-Altstadt;;;;;
8102053;Oberhofen im Inntal;;;;;
8102054;Puch b.Hallein Urstein;;;;;
8102055;Salzburg Sam;;;;;
8102056;Unterretzbach;;;;;
8102057;Wien Wolf in der Au;;;;;
8102058;Wöllersdorf/Piesting Marchgraben;;;;;
8102059;Tullnerfeld;;;;;
8102060;Maurach/Achensee Mitte;;;;;
8102062;Straßwalchen West;;;;;
8102063;Salzburg Liefering;;;;;
8102065;Diepoltsdorf;;;;;
8102066;Kledt;;;;;
8102067;Ostermiething;;;;;
8102190;Stuhlfelden Siedlung;;;;;
8102191;Mittersill Essiger;;;;;
8102601;Heidenreichstein Moormuseum;;;;;
8103000;Wien Hbf;;;;;
8103174;Feldkirchen-Seiersberg;;;;;
8103487;Graz Liebenau Murpark;;;;;
8103490;Graz Don Bosco;;;;;
8103644;Klagenfurt West;;;;;
8103842;Klagenfurt Süd;;;;;
8104229;Wien Stadlau;;;;;
8106399;St.Lorenzen ob Murau Ost;;;;;
8114529;Neunagelberg;;;;;
8117109;Heidenreichstein;;;;;
8117345;Weiz Interspar;;;;;
8128381;Aalfang;;;;;
8133912;Schönau b.Litschau Dorfwirt;;;;;
8135419;Pabing am Haunsberg;;;;;
8135785;Angererbach-Ahrnbach;;;;;
8136306;Langegg b.Schrems;;;;;
8151894;Gmunden Seebahnhof;;;;;
8153718;Hirschwang an der Rax;;;;;
8156718;Payerbach-Reichenau (Lokalbahn);;;;;
8161697;Reichenau an der Rax Haaberg;;;;;
8162092;Wildshut Gut Wildshut;;;;;
8165233;Reichenau an der Rax;;;;;
8167958;Hollersbach im Pinzgau Panoramabahn;;;;;
8169949;Altnagelberg;;;;;
8172379;Kreischberg Talstation;;;;;
8175848;Gmunden Lembergweg;;;;;
8182347;Reichenau an der Rax Kurhaus;;;;;
8195426;Litschau;;;;;
8198129;Gmünd NÖ (Waldviertelbahn);;;;;
8198353;Flughafen Wien (CAT);;;;;
8198449;Wien Mitte-Landstraße (CAT);;;;;
